Longitude,Latitude,Pixel,Scan
133.810523,61.3550682,700,1300
133.88811,61.3561103,800,1300
133.9657,61.3570995,900,1300
134.043292,61.3580361,1000,1300
134.120888,61.3589198,1100,1300
134.198489,61.3597509,1200,1300
134.276094,61.3605291,1300,1300
134.353705,61.3612547,1400,1300
134.431321,61.3619275,1500,1300
134.508944,61.3625475,1600,1300
134.586573,61.3631148,1700,1300
134.664211,61.3636294,1800,1300
134.741856,61.3640912,1900,1300
134.81951,61.3645002,2000,1300
134.897173,61.3648565,2100,1300
134.974846,61.3651599,2200,1300
135.052529,61.3654106,2300,1300
135.130223,61.3656084,2400,1300
135.207928,61.3657534,2500,1300
135.285645,61.3658455,2600,1300
135.363375,61.3658847,2700,1300
135.441118,61.365871,2800,1300
135.518874,61.3658044,2900,1300
135.596645,61.3656848,3000,1300
135.67443,61.3655122,3100,1300
135.75223,61.3652865,3200,1300
135.830047,61.3650078,3300,1300
135.90788,61.364676,3400,1300
135.985729,61.364291,3500,1300
136.063597,61.3638528,3600,1300
136.141482,61.3633614,3700,1300
136.219386,61.3628168,3800,1300
136.29731,61.3622187,3900,1300
136.374473,61.3615741,3999,1300
133.266154,61.3612886,0,1400
133.343776,61.3627014,100,1400
133.421396,61.3640612,200,1400
133.499016,61.3653682,300,1400
133.576636,61.3666223,400,1400
133.654256,61.3678235,500,1400
133.731877,61.3689718,600,1400
133.809499,61.3700674,700,1400
133.887123,61.3711101,800,1400
133.96475,61.3721,900,1400
134.04238,61.3730371,1000,1400
134.120014,61.3739215,1100,1400
134.197651,61.374753,1200,1400
134.275294,61.3755318,1300,1400
134.352942,61.3762579,1400,1400
134.430595,61.3769311,1500,1400
134.508256,61.3775516,1600,1400
134.585923,61.3781193,1700,1400
134.663597,61.3786343,1800,1400
134.74128,61.3790964,1900,1400
134.818971,61.3795058,2000,1400
134.896672,61.3798623,2100,1400
134.974382,61.3801661,2200,1400
135.052102,61.380417,2300,1400
135.129833,61.380615,2400,1400
135.207576,61.3807602,2500,1400
135.285331,61.3808525,2600,1400
135.363098,61.3808918,2700,1400
135.440878,61.3808783,2800,1400
135.518672,61.3808117,2900,1400
135.59648,61.3806922,3000,1400
135.674303,61.3805196,3100,1400
135.752141,61.3802939,3200,1400
135.829995,61.3800152,3300,1400
135.907865,61.3796833,3400,1400
135.985752,61.3792982,3500,1400
136.063657,61.3788599,3600,1400
136.14158,61.3783684,3700,1400
136.219521,61.3778235,3800,1400
136.297482,61.3772253,3900,1400
136.374683,61.3765805,3999,1400
133.264855,61.3762863,0,1500
133.342514,61.3777,100,1500
133.420172,61.3790608,200,1500
133.497829,61.3803686,300,1500
133.575486,61.3816235,400,1500
133.653143,61.3828255,500,1500
